"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
6.95,1.075,-0.17,0.306790123457
7,1.067,-0.152777777778,0.287345679012
7.05,1.06,-0.140555555556,0.252469135802
7.1,1.053,-0.129444444444,0.251234567901
7.15,1.047,-0.117222222222,0.280864197531
7.2,1.041,-0.100555555556,0.298765432099
7.25,1.037,-0.0844444444444,0.26975308642
7.3,1.033,-0.0755555555556,0.271604938272
7.35,1.029,-0.0594444444444,0.309259259259
7.4,1.027,-0.0422222222222,0.307716049383
7.45,1.025,-0.0283333333333,0.295987654321
7.5,1.024,-0.0122222222222,0.272222222222
7.55,1.024,-0.000555555555556,0.242283950617
7.6,1.024,0.0105555555556,0.238580246914
7.65,1.025,0.0222222222222,0.250925925926
7.7,1.026,0.0372222222222,0.238888888889
7.75,1.029,0.0477777777778,0.199382716049
7.8,1.031,0.0544444444444,0.202469135802
7.85,1.034,0.0677777777778,0.213580246914
7.9,1.038,0.0777777777778,0.199382716049
7.95,1.042,0.085,0.227469135802
8,1.046,0.1,0.260185185185
8.05,1.052,0.115,0.229320987654
8.1,1.058,0.122222222222,0.207716049383
8.15,1.064,0.132777777778,0.23024691358
8.2,1.071,0.147222222222,0.221913580247
8.25,1.079,0.157222222222,0.180864197531
8.3,1.087,0.162777777778,0.182407407407
8.35,1.095,0.172777777778,0.23024691358
8.4,1.104,0.187777777778,0.246913580247
8.45,1.114,0.199444444444,0.227160493827
8.5,1.124,0.21,0.21049382716
8.55,1.135,0.22,0.202160493827
8.6,1.146,0.23,0.200308641975
8.65,1.158,0.24,0.199691358025
8.7,1.17,0.25,0.197839506173
8.75,1.183,0.26,0.18950617284
8.8,1.196,0.269444444444,0.172839506173
8.85,1.21,0.277777777778,0.153086419753
8.9,1.224,0.282777777778,0.16975308642
8.95,1.238,0.292777777778,0.217283950617
9,1.253,0.307222222222,0.217283950617
9.05,1.269,0.317222222222,0.16975308642
9.1,1.285,0.322222222222,0.153086419753
9.15,1.301,0.330555555556,0.172839506173
9.2,1.318,0.34,0.18950617284
9.25,1.335,0.35,0.197839506173
9.3,1.353,0.36,0.199382716049
9.35,1.371,0.37,0.197839506173
9.4,1.39,0.38,0.189197530864
9.45,1.409,0.389444444444,0.170679012346
9.5,1.429,0.397777777778,0.142592592593
9.55,1.449,0.402222222222,0.142283950617
9.6,1.469,0.410555555556,0.168518518519
9.65,1.49,0.42,0.178703703704
9.7,1.511,0.429444444444,0.17037037037
9.75,1.533,0.437777777778,0.150617283951
9.8,1.555,0.442777777778,0.159259259259
9.85,1.577,0.452222222222,0.19012345679
9.9,1.6,0.465,0.17037037037
9.95,1.624,0.47,0.13950617284
10,1.647,0.475,0.17037037037
10.05,1.671,0.487777777778,0.189814814815
10.1,1.696,0.497222222222,0.157098765432
10.15,1.721,0.502222222222,0.140432098765
10.2,1.746,0.51,0.145061728395
10.25,1.772,0.517777777778,0.140432098765
10.3,1.798,0.522777777778,0.157098765432
10.35,1.824,0.532222222222,0.189814814815
10.4,1.851,0.545,0.17037037037
10.45,1.879,0.55,0.138580246914
10.5,1.906,0.555,0.153703703704
10.55,1.934,0.567777777778,0.0703703703704
10.6,1.963,0.575555555556,-0.404320987654
10.65,1.992,0.557222222222,-1.59845679012
10.7,2.021,0.465,-3.65864197531
10.75,2.048,0.187222222222,-5.43364197531
10.8,2.045,-0.185555555556,-5.0774691358
10.85,2.021,-0.404444444444,-2.9975308642
10.9,1.997,-0.465,-1.10679012346
10.95,1.973,-0.467222222222,-0.129938271605
11,1.95,-0.452222222222,0.193827160494
11.05,1.928,-0.44,0.249691358025
11.1,1.906,-0.427777777778,0.267901234568
11.15,1.885,-0.412222222222,0.25987654321
11.2,1.865,-0.400555555556,0.231790123457
11.25,1.845,-0.39,0.221913580247
11.3,1.826,-0.379444444444,0.233641975309
11.35,1.807,-0.367777777778,0.268518518519
11.4,1.789,-0.351666666667,0.286728395062
11.45,1.772,-0.338333333333,0.286728395062
11.5,1.755,-0.322222222222,0.268518518519
11.55,1.74,-0.310555555556,0.233641975309
11.6,1.724,-0.3,0.221913580247
11.65,1.71,-0.289444444444,0.231481481481
11.7,1.695,-0.277777777778,0.258024691358
11.75,1.682,-0.262222222222,0.259567901235
11.8,1.669,-0.250555555556,0.24012345679
11.85,1.657,-0.239444444444,0.240432098765
11.9,1.645,-0.227777777778,0.261728395062
11.95,1.634,-0.212222222222,0.268518518519
12,1.624,-0.2,0.258641975309
12.05,1.614,-0.187777777778,0.268209876543
12.1,1.605,-0.172222222222,0.25987654321
12.15,1.597,-0.160555555556,0.231790123457
12.2,1.589,-0.15,0.221604938272
12.25,1.582,-0.139444444444,0.231790123457
12.3,1.575,-0.127777777778,0.25987654321
12.35,1.569,-0.112222222222,0.268209876543
12.4,1.564,-0.1,0.258641975309
12.45,1.559,-0.0877777777778,0.268209876543
12.5,1.555,-0.0722222222222,0.25987654321
12.55,1.552,-0.0605555555556,0.231790123457
12.6,1.549,-0.05,0.221604938272
12.65,1.547,-0.0394444444444,0.231481481481
12.7,1.545,-0.0277777777778,0.257716049383
12.75,1.544,-0.0122222222222,0.257407407407
12.8,1.544,-0.000555555555556,0.229320987654
12.85,1.544,0.01,0.210802469136
12.9,1.545,0.02,0.202160493827
12.95,1.546,0.03,0.200308641975
13,1.548,0.04,0.199691358025
13.05,1.55,0.05,0.198148148148
13.1,1.553,0.06,0.191358024691
13.15,1.556,0.0694444444444,0.181172839506
13.2,1.56,0.0783333333333,0.170061728395
13.25,1.564,0.0844444444444,0.191358024691
13.3,1.568,0.0977777777778,0.209567901235
13.35,1.574,0.107777777778,0.19012345679
13.4,1.579,0.114444444444,0.206481481481
13.45,1.585,0.128333333333,0.219444444444
13.5,1.592,0.138888888889,0.191358024691
13.55,1.599,0.147777777778,0.15987654321
13.6,1.607,0.152777777778,0.162962962963
13.65,1.614,0.162222222222,0.199074074074
13.7,1.623,0.175555555556,0.189197530864
13.75,1.632,0.181666666667,0.169444444444
13.8,1.641,0.190555555556,0.179012345679
13.85,1.651,0.2,0.180864197531
13.9,1.661,0.209444444444,0.170987654321
13.95,1.672,0.217777777778,0.152777777778
14,1.683,0.222777777778,0.16975308642
14.05,1.694,0.232777777778,0.217283950617
14.1,1.706,0.247222222222,0.216975308642
14.15,1.719,0.257222222222,0.167592592593
14.2,1.732,0.262222222222,0.142283950617
14.25,1.745,0.27,0.143518518519
14.3,1.759,0.277777777778,0.132098765432
14.35,1.773,0.282222222222,0.140432098765
14.4,1.787,0.290555555556,0.17037037037
14.45,1.802,0.3,0.188888888889
14.5,1.817,0.31,0.195679012346
14.55,1.833,0.32,0.188888888889
14.6,1.849,0.329444444444,0.170679012346
14.65,1.866,0.337777777778,0.142592592593
14.7,1.883,0.342222222222,0.142283950617
14.75,1.9,0.350555555556,0.168518518519
14.8,1.918,0.36,0.178395061728
14.85,1.936,0.369444444444,0.166358024691
14.9,1.955,0.377777777778,0.117283950617
14.95,1.974,0.382222222222,-0.0120370370371
15,1.993,0.386666666667,-0.451543209877
15.05,2.013,0.366666666667,-1.51172839506
15.1,2.033,0.266666666667,-3.0549382716
15.15,2.047,0.03,-3.88487654321
15.2,2.036,-0.206666666667,-3.0524691358
15.25,2.019,-0.306666666667,-1.4987654321
15.3,2.002,-0.326111111111,-0.411419753086
15.35,1.986,-0.319444444444,0.075
15.4,1.97,-0.307777777778,0.234567901235
15.45,1.955,-0.292222222222,0.266049382716
15.5,1.941,-0.28,0.258641975309
15.55,1.927,-0.267777777778,0.268209876543
15.6,1.914,-0.252222222222,0.25987654321
15.65,1.902,-0.240555555556,0.231790123457
15.7,1.89,-0.23,0.221604938272
15.75,1.879,-0.219444444444,0.231481481481
15.8,1.868,-0.207777777778,0.257716049383
15.85,1.858,-0.192222222222,0.257716049383
15.9,1.849,-0.180555555556,0.231481481481
15.95,1.84,-0.17,0.221604938272
16,1.832,-0.159444444444,0.231790123457
16.05,1.824,-0.147777777778,0.25987654321
16.1,1.817,-0.132222222222,0.268209876543
16.15,1.811,-0.12,0.258641975309
16.2,1.805,-0.107777777778,0.268209876543
16.25,1.8,-0.0922222222222,0.25987654321
16.3,1.796,-0.0805555555556,0.231790123457
16.35,1.792,-0.07,0.221604938272
16.4,1.789,-0.0594444444444,0.231481481481
16.45,1.786,-0.0477777777778,0.257716049383
16.5,1.784,-0.0322222222222,0.257716049383
16.55,1.783,-0.0205555555556,0.231481481481
16.6,1.782,-0.01,0.221296296296
16.65,1.782,0.000555555555556,0.229320987654
16.7,1.782,0.0122222222222,0.246913580247
16.75,1.783,0.0272222222222,0.228086419753
16.8,1.785,0.0372222222222,0.171913580247
16.85,1.787,0.0422222222222,0.153395061728
16.9,1.789,0.0505555555556,0.172839506173
16.95,1.792,0.06,0.18950617284
17,1.795,0.07,0.197839506173
17.05,1.799,0.08,0.199382716049
17.1,1.803,0.09,0.197839506173
17.15,1.808,0.1,0.189506172839
17.2,1.813,0.109444444444,0.172839506173
17.25,1.819,0.117777777778,0.153086419753
17.3,1.825,0.122777777778,0.16975308642
17.35,1.831,0.132777777778,0.217283950617
17.4,1.838,0.147222222222,0.217283950617
17.45,1.846,0.157222222222,0.16975308642
17.5,1.854,0.162222222222,0.152777777778
17.55,1.862,0.170555555556,0.170679012346
17.6,1.871,0.18,0.178703703704
17.65,1.88,0.189444444444,0.168518518519
17.7,1.89,0.197777777778,0.142283950617
17.75,1.9,0.202222222222,0.142592592593
17.8,1.91,0.210555555556,0.170679012346
17.85,1.921,0.22,0.188888888889
17.9,1.932,0.23,0.195679012346
17.95,1.944,0.24,0.188888888889
18,1.956,0.249444444444,0.170679012346
18.05,1.969,0.257777777778,0.13950617284
18.1,1.982,0.262222222222,0.112654320988
18.15,1.995,0.270555555556,-0.00123456790124
18.2,2.009,0.274444444444,-0.43487654321
18.25,2.023,0.252777777778,-1.36450617284
18.3,2.038,0.152222222222,-2.46327160494
18.35,2.043,-0.035,-2.70802469136
18.4,2.032,-0.177222222222,-1.80092592593
18.45,2.02,-0.218333333333,-0.725617283951
18.5,2.009,-0.221666666667,-0.131790123457
18.55,1.998,-0.217222222222,0.114197530864
18.6,1.987,-0.207222222222,0.222530864198
18.65,1.977,-0.192222222222,0.257098765432
18.7,1.968,-0.18,0.256481481481
18.75,1.959,-0.167777777778,0.267901234568
18.8,1.951,-0.152222222222,0.259567901235
18.85,1.944,-0.140555555556,0.229938271605
18.9,1.937,-0.13,0.212962962963
18.95,1.931,-0.12,0.212962962963
19,1.925,-0.109444444444,0.22962962963
19.05,1.92,-0.0977777777778,0.257407407407
19.1,1.915,-0.0822222222222,0.257716049383
19.15,1.912,-0.0705555555556,0.231481481481
19.2,1.908,-0.06,0.221604938272
19.25,1.906,-0.0494444444444,0.231172839506
19.3,1.903,-0.0377777777778,0.255555555556
19.35,1.902,-0.0222222222222,0.246913580247
19.4,1.901,-0.0111111111111,0.202160493827
19.45,1.901,-0.00222222222222,0.164197530864
19.5,1.901,0.00277777777778,0.174074074074
19.55,1.901,0.0127777777778,0.228086419753
19.6,1.902,0.0277777777778,0.244444444444
19.65,1.904,0.0394444444444,0.216666666667
19.7,1.906,0.0494444444444,0.183333333333
19.75,1.909,0.0577777777778,0.15524691358
19.8,1.912,0.0627777777778,0.170061728395
19.85,1.915,0.0727777777778,0.217283950617
19.9,1.919,0.0872222222222,0.216975308642
19.95,1.924,0.0972222222222,0.167592592593
20,1.929,0.102222222222,0.142592592593
20.05,1.934,0.11,0.145679012346
20.1,1.94,0.117777777778,0.142592592593
20.15,1.946,0.122777777778,0.167592592593
20.2,1.952,0.132777777778,0.216975308642
20.25,1.959,0.147222222222,0.217283950617
20.3,1.967,0.157222222222,0.16975308642
20.35,1.975,0.162222222222,0.152777777778
20.4,1.983,0.170555555556,0.17037037037
20.45,1.992,0.18,0.172222222222
20.5,2.001,0.189444444444,0.121296296296
20.55,2.011,0.197222222222,-0.0836419753086
20.6,2.021,0.192222222222,-0.556481481481
20.65,2.031,0.160555555556,-1.35216049383
20.7,2.041,0.0533333333333,-1.9950617284
20.75,2.038,-0.0833333333333,-1.76296296296
20.8,2.029,-0.152777777778,-0.914506172839
20.85,2.02,-0.163888888889,-0.203086419753
20.9,2.012,-0.152777777778,0.115740740741
20.95,2.005,-0.142222222222,0.18024691358
21,1.998,-0.135555555556,0.21049382716
21.05,1.991,-0.121666666667,0.239197530864
21.1,1.986,-0.11,0.239506172839
21.15,1.98,-0.0983333333333,0.247530864198
21.2,1.976,-0.0838888888889,0.231481481481
21.25,1.972,-0.0761111111111,0.231481481481
21.3,1.968,-0.0616666666667,0.247530864198
21.35,1.966,-0.05,0.239506172839
21.4,1.963,-0.0383333333333,0.239197530864
21.45,1.962,-0.0244444444444,0.212345679012
21.5,1.961,-0.0177777777778,0.199382716049
21.55,1.96,-0.00722222222222,0.228395061728
21.6,1.96,0.00722222222222,0.221604938272
21.65,1.961,0.0172222222222,0.180555555556
21.7,1.962,0.0227777777778,0.18024691358
21.75,1.963,0.0327777777778,0.219444444444
21.8,1.965,0.0472222222222,0.217592592593
21.85,1.968,0.0572222222222,0.16975308642
21.9,1.971,0.0622222222222,0.153086419753
21.95,1.974,0.0705555555556,0.172839506173
22,1.978,0.08,0.189197530864
22.05,1.982,0.09,0.195679012346
22.1,1.987,0.1,0.188888888889
22.15,1.992,0.109444444444,0.170679012346
22.2,1.998,0.117777777778,0.142283950617
22.25,2.004,0.122222222222,0.137345679012
22.3,2.01,0.130555555556,0.133641975309
22.35,2.017,0.139444444444,0.0175925925926
22.4,2.024,0.142222222222,-0.328086419753
22.45,2.032,0.121666666667,-0.938580246914
22.5,2.039,0.0461111111111,-1.45092592593
22.55,2.038,-0.055,-1.33672839506
22.6,2.031,-0.110555555556,-0.740740740741
22.65,2.025,-0.123888888889,-0.185802469136
22.7,2.018,-0.117222222222,0.138271604938
22.75,2.013,-0.101666666667,0.256172839506
22.8,2.008,-0.0883333333333,0.272222222222
22.85,2.004,-0.0727777777778,0.241049382716
22.9,2.001,-0.0627777777778,0.186728395062
22.95,1.998,-0.0572222222222,0.191666666667
23,1.995,-0.0466666666667,0.249074074074
23.05,1.993,-0.0305555555556,0.276851851852
23.1,1.992,-0.015,0.235802469136
23.15,1.992,-0.00777777777778,0.200925925926
23.2,1.991,0.00222222222222,0.211419753086
23.25,1.992,0.0155555555556,0.18950617284
23.3,1.993,0.0216666666667,0.159567901235
23.35,1.994,0.03,0.154012345679
23.4,1.996,0.0377777777778,0.144444444444
23.45,1.998,0.0427777777778,0.167901234568
23.5,2,0.0527777777778,0.216975308642
23.55,2.003,0.0672222222222,0.217283950617
23.6,2.007,0.0772222222222,0.16975308642
23.65,2.011,0.0822222222222,0.151543209877
23.7,2.015,0.0905555555556,0.158333333333
23.75,2.02,0.1,0.107098765432
23.8,2.025,0.107222222222,-0.095987654321
23.85,2.031,0.102222222222,-0.527469135802
23.9,2.037,0.06,-1.01913580247
23.95,2.039,-0.0188888888889,-1.11358024691
24,2.034,-0.0772222222222,-0.695061728395
24.05,2.029,-0.0911111111111,-0.183333333333
24.1,2.024,-0.0822222222222,0.0978395061728
24.15,2.021,-0.0722222222222,0.179938271605
24.2,2.017,-0.065,0.233333333333
24.25,2.014,-0.0494444444444,0.276851851852
24.3,2.012,-0.0333333333333,0.248765432099
24.35,2.011,-0.0227777777778,0.189197530864
24.4,2.01,-0.0172222222222,0.174074074074
24.45,2.009,-0.00777777777778,0.203086419753
24.5,2.009,0.00555555555555,0.198148148148
24.55,2.01,0.0122222222222,0.188271604938
24.6,2.01,0.0222222222222,0.209259259259
24.65,2.012,0.0355555555556,0.191358024691
24.7,2.014,0.0416666666667,0.16975308642
24.75,2.016,0.0505555555556,0.179012345679
24.8,2.019,0.06,0.178086419753
24.85,2.022,0.0694444444444,0.148456790123
24.9,2.026,0.0777777777778,0.033950617284
24.95,2.03,0.0777777777778,-0.202160493827
25,2.034,0.0672222222222,-0.592592592593
25.05,2.039,0.015,-0.873456790123
25.1,2.036,-0.0455555555556,-0.668209876543
25.15,2.032,-0.0622222222222,-0.237345679012
25.2,2.029,-0.0594444444444,0.0453703703704
25.25,2.026,-0.05,0.16512345679
25.3,2.024,-0.04,0.19475308642
25.35,2.022,-0.03,0.2
25.4,2.021,-0.02,0.201851851852
25.45,2.02,-0.01,0.208333333333
25.5,2.02,0.000555555555555,0.216666666667
25.55,2.02,0.0116666666667,0.219444444444
25.6,2.021,0.025,0.181481481481
25.65,2.023,0.03,0.143209876543
25.7,2.024,0.035,0.174691358025
25.75,2.026,0.0483333333333,0.179012345679
25.8,2.029,0.0583333333333,0.0604938271605
25.85,2.032,0.0611111111111,-0.197222222222
25.9,2.036,0.0438888888889,-0.52962962963
25.95,2.038,-0.00277777777778,-0.633950617284
26,2.035,-0.0366666666667,-0.400308641975
26.05,2.033,-0.045,-0.0929012345679
26.1,2.03,-0.0394444444444,0.107407407407
26.15,2.029,-0.0294444444444,0.19475308642
26.2,2.027,-0.0183333333333,0.226543209877
26.25,2.027,-0.00444444444444,0.210185185185
26.3,2.027,0.00222222222222,0.199074074074
26.35,2.027,0.0127777777778,0.227160493827
26.4,2.028,0.0272222222222,0.211111111111
26.45,2.03,0.0372222222222,0.123765432099
26.5,2.032,0.0405555555556,-0.00617283950617
26.55,2.034,0.0405555555556,-0.207716049383
26.6,2.037,0.0216666666667,-0.41512345679
26.65,2.037,-0.0116666666667,-0.406790123457
26.7,2.035,-0.03,-0.180864197531
26.75,2.033,-0.0283333333333,0.0407407407407
26.8,2.032,-0.02,0.153395061728
26.85,2.031,-0.01,0.189506172839
26.9,2.031,0,0.187962962963
26.95,2.031,0.00944444444444,0.167283950617
27,2.032,0.0177777777778,0.121913580247
27.05,2.033,0.0216666666667,0.0614197530864
27.1,2.034,0.0261111111111,-0.0472222222222
27.15,2.036,0.0211111111111,-0.21512345679
27.2,2.037,0.000555555555555,-0.290432098765
27.25,2.036,-0.0188888888889,-0.156172839506
27.3,2.034,-0.0177777777778,0.0456790123457
27.35,2.034,-0.00944444444444,0.163271604938
27.4,2.033,0.00166666666667,0.2
27.45,2.034,0.015,0.130555555556
27.5,2.035,0.0177777777778,-0.00586419753087
27.55,2.036,0.0144444444444,-0.136111111111
27.6,2.037,0.000555555555556,-0.182407407407
27.65,2.036,-0.0116666666667,-0.0734567901235
27.7,2.035,-0.00833333333333,0.0719135802469
27.75,2.035,0,0.132407407407
27.8,2.035,0.00888888888889,0.0993827160494
27.85,2.036,0.0138888888889,-0.0148148148148
27.9,2.037,0.00722222222222,-0.118518518519
27.95,2.037,-0.00444444444444,-0.0993827160494
28,2.036,-0.00666666666667,0.000617283950617
28.05,2.036,-0.00166666666667,0.0592592592593
28.1,2.036,0.00166666666667,0.062962962963
28.15,2.036,0.00666666666667,0.0216049382716
28.2,2.037,0.00555555555555,-0.0453703703704
28.25,2.037,-0.00277777777778,-0.0277777777778
28.3,2.036,0.000555555555555,0.029012345679
28.35,2.037,0.005,0.00802469135802
28.4,2.037,0.00166666666667,-0.0216049382716
28.45,2.037,0.000555555555555,-0.016975308642
28.5,2.037,0,-0.00833333333333
28.55,2.037,0,-0.00185185185185
28.6,2.037,0,-0.000308641975309
28.65,2.037,0,0
28.7,2.037,0,0
28.75,2.037,0,0
28.8,2.037,0,0
28.85,2.037,0,0
28.9,2.037,0,0
28.95,2.037,0,0
29,2.037,0,0
29.05,2.037,0,0
29.1,2.037,0,0
29.15,2.037,0,0
29.2,2.037,0,0
29.25,2.037,0,0
29.3,2.037,0,0
29.35,2.037,0,0
29.4,2.037,0,0
29.45,2.037,0,0
29.5,2.037,0,0
29.55,2.037,0,0
29.6,2.037,0,0
29.65,2.037,0,0
29.7,2.037,0,0
29.75,2.037,0,0
29.8,2.037,0,0
29.85,2.037,0,0
29.9,2.037,0,0
29.95,2.037,0,0
30,2.037,0,0
